,PVMATH,PVREAD,PVSCIE,PVMCCR,PVMCQN,PVMCSS,PVMCUD,PVMPEM,PVMPFS,PVMPIN,PVMPRE
577,0,2,2,2,2,3,2,2,3,2,3
578,0,1,1,1,1,1,1,1,1,1,1
579,0,1,1,1,1,1,1,1,1,1,1
580,0,1,1,1,1,1,1,1,1,1,1
581,1,3,4,4,4,4,4,4,4,4,4
582,1,3,3,3,3,2,3,3,3,3,2
583,0,3,2,1,2,2,2,1,2,1,1
584,1,3,4,4,4,4,3,4,4,3,4
585,0,1,1,1,1,1,1,1,1,1,1
586,1,4,3,4,4,4,4,4,4,4,3
587,0,3,3,3,2,3,2,3,3,2,2
588,0,1,1,1,1,1,1,1,1,1,1
589,0,3,3,2,2,2,3,2,2,3,3
590,0,2,2,2,2,2,2,2,2,2,2
591,0,1,1,1,1,1,1,1,1,1,1
592,1,3,3,4,4,4,3,4,4,4,4
593,0,2,2,1,1,2,1,1,1,1,1
594,1,2,4,3,3,3,2,3,3,3,3
595,0,1,1,1,1,1,1,1,1,1,1
596,0,1,1,1,1,1,1,1,1,1,1
597,0,1,1,1,1,1,1,1,1,1,1
598,0,2,2,2,2,2,2,2,2,2,2
599,1,2,2,3,3,3,3,3,3,2,3
600,1,3,3,3,2,2,3,2,3,4,2
601,0,3,2,2,2,2,2,2,3,2,2
602,0,1,1,1,1,1,1,1,1,1,1
603,1,3,2,3,3,3,3,4,4,3,3
604,1,3,3,3,4,4,3,3,3,3,4
605,1,4,4,4,4,4,4,4,4,4,4
606,1,2,3,3,3,3,3,3,3,3,3
607,0,2,2,1,1,2,2,2,2,1,2
608,1,4,3,4,4,4,4,4,4,4,4
609,1,4,4,4,4,3,4,4,4,4,4
610,0,3,3,2,2,1,2,2,1,2,1
611,1,3,2,2,3,3,3,3,3,3,3
612,1,4,4,4,4,4,4,4,4,4,4
613,1,4,4,4,4,3,3,4,4,3,4
614,1,2,2,2,3,2,3,3,3,3,2
615,0,2,3,2,2,3,2,3,3,2,2
616,0,1,2,2,2,2,2,2,2,2,2
617,1,4,4,4,4,4,4,4,4,4,4
618,1,4,4,4,4,4,4,4,4,4,4
619,0,1,1,1,1,1,1,1,1,1,1
620,0,2,1,1,1,1,1,1,1,1,1
621,1,4,3,3,3,4,3,3,3,3,3
622,0,3,2,2,2,2,2,2,1,2,2
623,0,2,2,2,2,3,3,2,3,2,3
624,0,3,2,2,3,2,2,2,3,3,2
625,0,1,1,1,1,1,1,1,1,1,1
626,0,2,2,1,1,1,1,1,1,1,1
627,0,2,2,3,3,3,2,3,3,3,3
628,1,4,4,4,3,4,4,4,4,4,3
629,1,3,3,4,4,3,3,4,4,4,4
630,1,2,2,3,3,3,3,3,2,3,3
631,0,2,2,3,2,1,2,2,2,3,2
632,1,4,4,4,4,4,4,4,4,4,4
633,0,2,2,1,2,1,1,1,2,1,2
634,0,1,1,1,1,1,1,1,1,1,1
635,1,4,4,4,4,4,4,4,4,4,4
636,0,1,1,1,1,1,1,1,1,1,1
637,1,4,3,3,3,3,3,3,3,3,3
638,0,1,1,1,1,1,1,1,1,1,1
639,0,2,1,1,1,2,1,2,1,1,2
640,0,1,1,1,1,1,1,1,1,1,1
641,0,1,1,2,2,3,2,2,2,2,3
642,1,4,4,4,3,4,3,4,3,3,4
643,1,4,4,4,4,4,4,4,4,4,4
644,1,4,4,4,4,4,4,4,4,3,4
645,1,4,4,4,4,4,4,4,4,4,4
646,0,1,2,2,2,3,1,2,2,1,2
647,1,4,4,4,4,4,4,4,4,4,4
648,0,2,2,2,2,2,2,2,2,2,2
649,1,3,3,2,3,3,3,3,2,3,3
650,0,1,1,1,1,1,1,1,1,1,1
651,0,1,1,1,1,1,1,1,1,1,1
652,1,3,3,3,3,3,3,4,3,3,3
653,0,1,1,2,2,2,2,2,2,2,2
654,0,2,2,2,2,1,1,2,2,2,2
655,0,1,1,1,1,1,1,1,1,1,1
656,0,2,1,2,3,2,2,3,3,2,2
657,1,4,4,4,4,4,4,4,4,4,4
658,1,4,4,4,4,4,4,4,4,4,4
659,1,3,4,3,4,4,4,4,4,4,4
660,1,4,3,3,3,3,3,3,4,3,3
661,1,4,3,3,3,4,3,4,3,3,3
662,0,1,2,1,1,1,1,1,1,1,1
663,1,4,4,4,4,4,4,4,4,4,4
664,1,3,3,2,3,2,3,2,3,2,3
665,0,2,2,2,2,2,3,2,2,3,2
666,0,3,2,2,2,2,3,2,2,2,3
667,0,1,2,1,1,1,1,1,1,1,1
668,0,3,2,2,3,2,2,2,2,2,2
669,1,3,3,3,3,3,3,3,3,3,3
670,0,1,1,1,1,1,1,1,1,1,1
671,1,4,4,4,4,4,4,4,4,4,4
672,1,4,4,4,4,4,4,4,4,4,4
673,0,1,1,1,1,1,1,1,1,1,1
674,0,1,1,1,1,1,1,1,1,1,1
675,0,1,1,2,1,2,1,1,2,1,1
676,0,2,2,1,1,2,1,1,1,1,2
677,1,4,4,3,3,3,3,3,3,3,3
678,1,4,3,2,3,2,3,2,2,3,3
679,0,1,2,3,2,3,2,2,2,2,3
680,0,1,1,1,1,1,1,1,1,1,1
681,0,1,2,1,1,1,1,1,1,1,1
682,0,2,1,1,1,1,1,1,1,1,1
683,1,3,4,4,3,4,4,3,4,4,4
684,1,3,3,3,3,3,3,3,3,3,3
685,1,3,3,3,3,3,4,3,3,3,3
686,1,3,4,3,4,3,4,3,3,4,4
687,0,2,2,2,2,1,2,2,2,2,2
688,1,3,4,4,4,4,4,4,4,4,4
689,0,1,3,2,1,2,2,1,2,2,2
690,1,3,4,4,4,4,4,4,4,4,4
691,1,4,4,4,4,4,4,4,4,4,4
692,1,2,4,4,4,4,3,4,4,4,4
693,0,1,2,2,2,2,3,2,2,2,2
694,1,4,4,4,4,4,4,4,4,4,4
695,0,1,1,2,1,2,1,1,1,1,1
696,0,2,2,2,2,2,2,2,2,2,2
697,1,1,2,3,3,3,2,3,3,3,3
698,1,3,3,4,3,4,3,3,3,3,3
699,1,4,4,4,3,3,3,4,4,4,4
700,1,4,4,4,4,4,4,4,4,4,4
701,0,2,2,2,1,2,2,1,2,2,2
702,0,3,2,3,2,2,3,3,2,3,3
703,0,2,2,2,2,2,2,2,3,2,2
704,1,3,3,3,3,3,3,3,3,3,3
705,1,3,4,4,4,3,3,4,3,4,3
706,1,3,3,3,3,4,4,3,3,3,3
707,0,1,1,1,1,1,1,1,1,1,1
708,0,2,2,2,2,2,2,2,2,2,2
709,1,4,4,4,4,4,4,4,4,4,4
710,1,4,3,3,4,4,3,3,4,3,4
711,0,3,2,2,2,2,2,2,2,2,2
712,0,4,3,3,3,2,3,2,2,3,2
713,1,2,2,3,3,4,3,3,3,3,3
714,1,3,3,3,3,3,3,3,3,3,3
715,1,2,4,4,4,3,4,4,3,4,3
716,0,1,1,1,1,1,1,1,1,1,1
717,1,3,3,4,4,4,4,3,4,3,4
718,1,4,4,4,4,4,4,4,4,4,3
719,0,2,1,3,2,2,2,3,2,2,3
720,0,2,1,1,1,1,1,1,1,1,1
721,1,3,4,4,4,4,4,4,4,4,4
722,1,4,3,4,3,3,3,3,3,3,4
723,0,1,2,1,1,1,1,1,1,1,1
724,0,1,1,1,1,1,1,1,1,1,1
725,0,3,3,2,2,1,2,2,2,2,2
726,0,2,2,2,2,2,2,2,2,2,2
727,1,3,4,4,4,4,4,4,4,4,4
728,0,1,2,1,1,2,2,1,1,2,1
729,1,4,2,3,3,3,3,3,3,3,3
730,0,1,2,1,1,1,1,1,1,1,2
731,0,1,1,1,1,1,1,1,1,1,1
732,0,1,1,1,1,1,1,1,1,1,1
733,0,1,1,1,1,1,1,1,1,1,1
734,1,4,3,3,3,4,3,3,3,3,3
735,0,2,2,2,2,2,2,2,2,2,2
736,1,4,4,4,4,4,4,4,4,4,4
737,0,2,1,2,2,2,2,2,2,2,2
738,0,1,1,1,1,1,1,1,1,1,1
739,1,3,3,3,2,4,3,3,3,3,3
740,1,2,2,3,3,3,3,4,3,3,3
741,1,2,2,2,3,3,2,3,3,2,2
742,1,4,3,3,3,3,3,3,3,3,4
743,0,2,1,1,2,1,2,2,2,2,1
744,0,2,2,2,3,2,2,2,2,3,3
745,0,1,1,1,2,1,1,1,1,1,1
746,0,1,1,1,1,1,1,1,1,1,1
747,1,4,4,4,4,4,4,4,4,4,4
748,1,1,2,3,3,3,3,3,3,3,3
749,1,4,4,3,3,4,4,3,3,3,3
750,1,3,3,3,3,2,3,3,3,3,3
751,0,2,3,2,2,2,2,3,3,2,2
752,1,2,3,3,2,4,3,3,3,3,3
753,0,1,2,1,1,1,1,1,1,1,1
754,1,3,3,3,3,2,2,3,3,3,2
755,0,1,2,2,2,1,2,2,2,1,1
756,0,2,2,1,2,2,2,2,2,2,2
757,1,3,3,3,3,2,3,3,3,3,2
758,1,4,4,4,4,4,4,4,4,4,4
759,1,4,3,3,3,3,3,4,3,3,4
760,0,2,1,1,1,2,1,1,2,1,2
761,1,2,2,3,2,3,2,3,3,3,2
762,0,2,1,2,2,1,2,2,2,2,1
763,0,2,2,2,2,2,3,3,2,3,2
764,1,4,4,4,4,3,4,4,3,3,4
765,1,4,4,3,3,4,4,3,3,3,3
766,1,4,4,4,4,4,4,4,4,4,4
767,0,2,3,2,1,2,2,2,2,2,2
768,1,4,4,4,4,4,4,4,4,4,4
769,0,1,1,1,1,1,1,1,1,1,1
770,1,4,4,4,3,3,3,4,4,3,4
771,1,4,4,4,4,4,4,4,4,4,4
772,0,3,3,2,2,2,3,2,2,2,3
773,1,4,4,4,4,4,4,4,4,4,4
774,0,1,2,2,1,3,2,2,1,2,2
775,0,2,2,1,2,1,2,2,2,2,2
776,0,1,1,1,1,1,1,1,1,1,1
777,1,4,3,3,3,3,3,3,3,4,3
778,1,3,3,4,4,4,3,4,4,4,3
779,0,1,2,1,1,1,1,1,2,1,1
780,0,3,3,2,3,3,3,2,3,2,3
781,0,1,1,1,1,1,1,1,1,1,1
782,0,1,1,2,2,1,2,1,1,2,1
783,1,2,3,3,3,3,3,3,3,4,3
784,0,1,1,1,1,1,1,1,1,1,1
785,0,1,1,1,1,1,1,1,1,1,1
786,0,1,1,1,1,1,1,1,1,1,1
787,0,1,1,1,1,1,1,1,1,1,1
788,1,4,4,4,3,3,3,3,3,3,3
789,0,1,1,1,1,1,1,1,1,1,1
790,1,3,4,3,3,3,2,3,3,3,3
791,0,1,1,1,1,1,1,1,1,1,1
792,0,1,1,1,1,1,1,1,1,1,1
793,1,4,4,4,4,4,4,4,4,4,4
794,0,3,3,3,3,3,2,3,2,3,3
795,1,4,4,4,4,4,4,4,4,4,4
796,0,3,1,2,2,2,2,2,2,2,2
797,0,2,3,2,1,2,2,2,2,2,1
798,1,3,3,3,3,3,3,3,3,2,3
799,0,2,2,2,2,3,2,2,3,2,2
800,0,2,2,2,2,2,2,2,3,2,2
801,1,4,4,4,4,4,4,4,4,4,4
802,1,2,3,4,4,3,3,4,3,3,4
803,1,2,3,2,3,3,3,3,2,3,3
804,0,1,1,1,1,1,1,1,1,1,1
805,0,1,2,1,1,1,1,1,1,1,1
806,1,3,3,3,2,2,2,2,3,3,2
807,0,2,2,2,1,1,1,1,1,2,2
808,0,3,2,3,2,2,2,2,2,2,2
809,0,2,2,2,1,1,1,1,2,1,1
810,1,2,2,2,3,2,3,3,3,2,2
811,0,1,1,2,1,2,1,2,1,2,2
812,1,4,4,4,4,4,4,4,4,4,4
813,1,4,4,4,4,4,4,4,4,4,4
814,1,4,4,3,4,3,3,3,3,4,3
815,0,3,2,2,2,2,2,2,1,2,2
816,0,1,1,1,1,1,1,1,1,1,1
817,1,4,4,4,4,4,4,4,4,4,4
818,0,2,2,2,2,2,2,2,2,2,3
819,1,3,3,3,3,4,3,3,3,3,3
820,1,4,4,3,3,4,3,3,3,3,3
821,1,3,3,4,4,4,4,4,4,4,4
822,0,1,2,1,2,2,1,2,1,2,1
823,1,4,4,4,4,4,4,4,4,4,4
824,1,4,3,4,3,4,4,4,4,4,4
825,1,4,4,3,3,4,4,3,3,4,4
826,1,3,3,3,4,3,3,3,4,3,3
827,1,4,4,4,4,4,4,4,4,4,4
828,0,1,1,1,1,1,1,1,1,1,1
829,0,3,2,2,2,3,2,2,2,2,2
830,0,1,1,1,1,1,1,1,1,1,1
831,0,2,2,2,2,2,2,2,2,2,2
832,0,2,2,1,2,1,2,2,2,2,2
833,1,4,3,4,3,3,3,3,3,3,3
834,0,1,1,1,1,1,1,1,1,1,1
835,0,1,1,1,1,1,1,1,1,1,1
836,0,1,1,1,1,1,1,1,1,1,1
837,1,4,2,3,3,3,3,3,3,3,4
838,0,1,1,1,1,1,1,1,1,1,1
839,1,4,4,4,4,4,4,4,4,4,4
840,0,1,1,1,1,1,1,1,2,2,1
841,1,3,3,3,4,3,4,3,3,3,3
842,0,2,2,3,2,2,2,2,2,2,2
843,1,3,4,4,4,4,4,4,4,4,4
844,0,1,1,2,2,2,3,2,2,2,2
845,0,2,3,2,2,2,2,2,2,2,2
846,0,2,1,2,2,1,1,2,2,1,1
847,1,4,4,3,3,4,4,4,4,4,4
848,1,3,4,4,4,4,4,4,4,4,4
849,0,1,1,1,2,2,2,2,1,1,1
850,1,3,2,3,3,3,2,2,2,3,3
851,1,4,3,4,4,4,4,4,4,4,4
852,1,3,4,4,4,4,3,4,4,4,4
853,1,3,2,3,3,3,2,3,3,2,3
854,0,1,2,1,2,2,1,2,2,2,2
855,1,4,4,4,4,4,4,4,4,4,4
856,1,4,4,3,4,4,4,3,4,4,4
857,1,3,3,3,3,4,3,3,3,3,3
858,0,3,2,2,2,2,2,3,2,2,2
859,0,1,1,1,1,1,1,1,1,1,1
860,0,1,1,1,1,1,1,1,1,1,1
861,0,1,2,1,1,1,1,2,1,1,1
862,0,3,2,1,2,1,1,2,1,1,2
863,0,1,1,1,1,1,1,1,1,1,1
864,0,1,1,1,1,1,1,1,1,1,1
865,1,2,3,3,2,3,3,2,2,2,3
866,1,3,3,4,3,4,4,4,4,4,4
867,1,2,2,3,3,3,3,3,3,3,3
868,0,1,1,1,2,1,1,2,1,2,1
869,0,3,2,2,2,2,2,2,2,2,2
870,0,2,1,1,1,1,1,1,1,1,1
871,0,1,1,1,1,2,1,1,2,1,2
872,0,1,1,1,1,1,1,1,1,1,1
873,0,3,2,3,2,1,2,2,2,2,2
874,0,2,2,2,2,3,2,2,2,3,2
875,0,2,2,2,1,2,1,1,2,1,2
876,1,3,3,4,3,3,3,3,3,3,3
877,0,2,3,2,2,2,3,2,3,3,2
878,1,4,4,4,4,4,4,4,4,4,4
879,0,1,1,1,1,1,1,1,1,1,1
880,1,4,4,4,4,4,4,4,4,4,4
881,0,2,1,2,2,1,1,2,1,1,1
882,0,1,1,1,1,1,1,1,1,1,1
883,1,4,4,4,4,4,4,4,4,4,4
884,1,3,4,3,3,3,3,3,3,3,4
885,1,2,3,3,3,3,2,3,2,2,2
886,0,1,1,1,1,1,1,1,1,1,1
887,0,1,1,1,1,1,1,1,1,1,1
888,0,2,2,2,1,2,1,2,2,2,2
889,1,4,4,3,4,3,4,3,3,4,3
890,0,1,1,1,1,1,1,1,1,1,1
891,0,1,1,1,1,1,1,1,1,1,1
892,0,1,1,1,1,1,1,1,1,1,1
893,0,1,1,1,1,1,1,1,1,1,1
894,0,2,2,2,2,2,2,2,2,2,2
895,1,4,4,4,4,4,4,4,4,4,4
896,1,4,4,4,4,4,4,4,4,4,4
897,0,1,1,1,1,1,1,1,1,1,1
898,0,2,2,2,3,2,2,3,3,2,2
899,0,3,2,2,2,2,2,3,2,2,2
900,1,4,4,4,4,4,4,4,4,4,4
901,1,3,4,4,3,4,4,3,4,4,4
902,0,2,2,2,2,1,2,2,1,2,1
903,1,4,4,4,4,4,4,4,4,4,4
904,1,3,4,4,4,3,3,4,3,4,3
905,0,1,1,1,1,1,1,1,1,1,1
906,0,2,2,2,2,2,2,2,1,2,2
907,0,3,3,3,2,2,3,2,3,3,2
908,0,2,1,1,2,2,2,2,2,2,1
909,1,4,4,4,4,4,4,4,4,4,4
910,0,1,1,1,1,1,1,1,1,1,1
911,0,3,3,2,2,3,2,3,2,2,3
912,0,2,2,2,2,2,2,2,2,2,2
913,0,1,1,1,1,1,1,1,1,1,1
914,1,3,3,2,2,3,2,2,2,3,2
915,1,4,4,4,4,4,4,4,4,4,4
916,1,4,4,4,4,4,4,4,4,4,4
917,0,1,2,2,2,1,2,2,2,2,2
918,1,2,1,2,3,3,2,3,3,3,3
919,0,1,1,2,2,2,1,2,1,2,2
920,1,4,4,4,4,3,4,3,3,4,3
921,0,1,1,1,1,1,1,1,1,1,1
922,0,2,2,2,2,2,2,2,2,2,2
923,0,3,2,2,2,2,2,2,2,2,2
924,0,3,3,2,2,2,2,2,2,2,2
925,0,1,1,2,1,1,1,1,1,1,1
926,1,3,4,4,4,4,4,4,4,4,4
927,1,3,3,2,3,3,3,3,2,3,2
928,0,1,2,1,1,1,2,1,2,1,1
929,0,3,2,2,2,2,2,2,2,2,2
930,0,1,2,1,2,2,1,1,1,2,2
931,1,4,4,3,3,3,3,3,3,3,3
932,0,2,3,2,2,2,2,2,2,3,2
933,0,1,2,1,1,1,1,1,1,2,1
934,1,3,3,3,3,3,3,4,3,3,3
935,1,4,3,3,3,3,4,3,4,3,3
936,1,3,3,3,2,4,3,3,3,3,3
937,1,4,4,4,3,4,4,3,4,4,4
938,0,2,1,1,1,2,1,1,1,1,1
939,0,1,1,2,2,2,2,2,3,1,2
940,0,1,1,1,1,1,1,1,1,2,1
941,0,2,1,2,2,2,2,2,2,1,2
942,0,2,1,2,1,2,1,2,2,1,2
943,1,4,4,3,4,4,4,4,4,4,4
944,1,4,4,4,4,4,4,4,4,4,4
945,0,1,1,1,1,1,1,1,1,1,1
946,1,3,4,2,3,2,2,3,3,2,3
947,0,1,1,1,1,1,1,1,1,1,1
948,1,4,3,2,3,3,2,3,3,2,3
949,0,2,3,3,3,3,2,2,3,2,2
950,0,1,1,1,1,1,1,1,1,1,1
951,1,3,3,4,3,3,4,3,3,3,3
952,1,3,4,4,4,4,3,4,4,3,4
953,0,1,1,1,1,1,1,1,1,1,1
954,1,3,2,3,3,3,3,3,3,3,3
955,0,1,1,1,1,1,1,1,1,1,1
956,1,4,4,4,4,4,4,4,4,4,4
957,0,2,1,2,2,2,2,2,2,2,2
958,1,3,3,3,2,3,2,2,2,2,3
959,1,3,4,3,3,4,3,3,3,3,4
960,0,1,1,1,1,1,1,1,1,1,1
961,0,1,1,1,1,1,1,1,1,1,1
962,0,2,2,1,1,1,1,1,1,1,1
963,1,4,4,3,4,4,4,4,4,3,4
964,1,4,3,3,3,3,3,4,3,3,3
965,1,3,3,3,3,3,3,3,3,3,3
966,1,4,4,4,4,4,4,4,4,4,4
967,0,2,3,2,2,3,2,2,2,2,2
968,1,3,3,3,3,3,3,4,3,3,3
969,1,3,3,3,3,3,3,3,3,3,3
970,0,2,2,2,2,2,2,2,2,2,2
971,0,1,1,1,1,1,1,1,1,1,1
972,1,4,4,4,4,4,4,4,4,4,4
973,0,2,2,2,2,3,2,2,2,2,2
974,1,4,3,4,4,4,3,3,3,3,3
975,1,2,3,3,3,3,3,3,3,3,3
976,0,1,1,2,2,1,2,2,2,2,1
977,0,2,2,2,2,2,2,2,2,2,2
978,0,3,3,3,3,2,3,2,3,2,2
979,1,3,4,4,4,4,4,4,4,4,4
980,0,1,1,1,1,1,1,1,2,1,2
981,1,4,4,4,4,4,4,4,4,3,4
982,0,2,2,2,2,2,2,2,2,2,2
983,1,4,4,4,4,4,4,4,4,4,4
984,0,1,2,1,2,2,1,2,1,2,2
985,0,2,2,3,2,2,2,3,3,2,3
986,0,1,1,1,1,1,2,1,1,1,2
987,0,2,2,2,3,2,2,3,2,2,2
988,1,4,2,3,3,3,3,3,3,3,3
989,0,1,1,1,1,1,1,1,1,2,1
990,1,3,4,4,4,4,3,4,4,3,3
991,0,2,2,1,1,1,1,2,2,2,2
992,0,1,1,1,1,1,1,1,1,1,1
993,1,4,4,3,4,4,3,4,3,4,4
994,1,3,3,3,3,3,3,3,3,3,3
995,0,1,1,1,1,1,1,1,1,1,1
996,1,4,3,4,4,4,3,3,3,4,3
997,0,1,2,1,2,1,1,2,2,2,2
998,0,2,2,2,2,2,2,2,2,2,2
999,1,2,3,3,3,3,3,3,3,3,3
1000,0,2,2,2,2,2,3,2,2,2,2
1001,1,4,4,3,3,2,3,3,3,3,3
1002,0,1,2,2,2,2,2,2,2,2,2
1003,0,2,2,2,2,2,2,2,2,2,2
1004,1,3,3,4,3,4,4,4,4,4,4
1005,0,2,2,3,2,2,3,2,3,3,2
1006,1,3,3,3,3,4,3,3,3,3,4
1007,1,4,4,4,4,4,4,4,4,4,4
1008,0,1,1,1,1,1,1,1,1,1,1
1009,0,1,1,1,1,1,1,1,1,1,1
1010,1,2,3,4,3,3,3,3,4,4,3
1011,0,2,2,2,2,2,2,2,2,2,2
1012,1,3,2,3,3,3,3,3,2,3,3
1013,0,2,2,3,2,3,2,3,2,2,3
1014,0,1,1,2,2,2,1,2,2,2,2
1015,1,4,3,4,3,3,3,4,4,4,3
1016,0,1,1,1,1,1,1,1,1,1,1
1017,0,1,1,1,1,1,1,1,1,1,1
1018,0,1,1,1,1,1,1,1,1,1,1
1019,1,4,3,3,3,3,3,3,3,3,3
1020,0,4,2,2,3,2,2,3,2,3,3
1021,0,2,2,2,2,2,2,2,2,2,2
1022,0,1,1,1,1,1,1,1,1,1,1
1023,1,4,4,4,4,2,4,3,4,3,4
1024,0,2,2,2,2,1,2,2,1,2,1
1025,0,2,2,3,2,2,2,2,2,2,2
1026,1,4,3,3,3,3,3,3,2,3,3
1027,0,2,2,1,2,2,2,2,2,1,2
1028,0,2,1,1,1,2,1,1,1,1,1
1029,1,3,2,3,2,2,2,3,3,2,2
1030,1,3,2,3,2,2,3,2,2,3,2
1031,1,3,3,2,2,3,3,3,3,2,3
1032,0,1,2,1,1,1,1,1,1,1,1
1033,0,1,1,1,1,1,1,1,1,1,1
1034,1,4,4,3,3,4,3,3,3,4,4
1035,0,1,1,1,1,1,1,1,1,1,1
1036,1,4,4,4,4,4,4,4,4,4,4
1037,1,4,3,4,4,3,3,3,3,3,3
1038,0,2,2,2,2,2,2,2,2,3,2
1039,1,4,4,4,3,4,3,3,4,4,3
1040,0,2,2,2,2,2,2,2,2,2,2
1041,0,2,2,1,2,1,1,2,1,1,1
1042,1,4,4,4,4,3,3,4,4,4,4
1043,0,1,1,1,1,1,1,1,1,1,1
1044,1,3,3,4,3,3,4,4,2,2,3
1045,1,4,4,4,4,4,4,4,4,4,4
1046,0,1,1,1,1,1,1,1,1,1,1
1047,1,3,4,4,4,4,4,4,4,4,4
1048,0,2,1,1,1,1,1,1,1,1,1
1049,1,3,2,3,3,3,3,3,3,3,2
1050,0,2,2,2,2,2,2,2,2,2,2
1051,1,4,2,3,3,2,3,2,2,3,2
1052,1,3,4,4,4,4,4,4,4,4,4
1053,0,2,1,1,2,2,2,2,2,1,2
1054,1,3,3,4,4,4,4,4,4,4,4
1055,0,1,1,1,1,2,1,1,1,1,1
1056,1,4,4,4,4,4,4,4,4,4,4
1057,1,2,3,3,3,3,3,2,3,3,3
1058,0,2,1,1,1,1,1,1,1,1,1
1059,1,2,2,3,3,3,3,3,3,3,3
1060,0,1,2,1,2,2,1,1,1,2,2
1061,1,3,3,3,3,4,2,3,3,2,4
1062,0,3,2,2,2,2,2,2,2,2,2
1063,1,3,3,3,3,3,3,3,2,3,2
1064,0,2,2,2,2,2,2,2,2,2,2
1065,1,3,4,3,3,3,4,4,3,3,3
1066,1,2,3,4,3,3,4,3,4,4,4
1067,0,2,2,2,3,1,2,2,2,2,2
1068,1,4,2,4,4,3,3,3,3,3,3
1069,0,2,4,2,3,2,3,3,2,2,2
1070,1,4,4,3,3,3,4,3,3,4,4
1071,1,4,4,4,4,4,4,3,3,4,4
1072,1,3,4,3,4,4,4,4,4,4,4
1073,0,2,2,2,2,2,2,1,1,1,1
1074,0,2,2,1,1,2,2,2,2,1,1
1075,0,1,2,2,2,2,1,2,2,2,2
1076,1,3,3,3,3,3,3,4,3,3,3
1077,1,4,4,4,4,4,4,4,4,4,4
1078,1,3,4,4,4,3,3,4,4,3,3
1079,1,4,4,4,4,4,4,4,4,4,4
1080,1,3,4,4,3,4,4,3,4,4,4
1081,1,3,4,3,3,3,3,3,3,3,3
1082,0,3,1,2,2,3,2,2,2,2,1
1083,0,2,3,2,2,2,2,2,2,2,2
1084,0,3,2,2,2,2,2,2,2,2,2
1085,0,2,1,1,1,2,2,1,1,2,2
1086,0,2,2,2,2,3,3,2,2,3,2
1087,0,3,3,2,2,2,2,3,3,3,2
1088,1,4,4,4,4,4,4,4,4,4,4
1089,1,3,2,3,2,3,3,3,3,2,3
1090,0,1,1,1,1,1,1,1,1,1,1
1091,1,3,3,4,4,4,4,4,4,3,4
1092,1,3,3,4,4,4,3,4,4,4,3
1093,1,3,3,3,4,4,4,3,3,4,4
1094,0,1,1,1,1,1,1,1,1,1,1
1095,1,3,4,4,4,3,4,4,4,4,3
1096,1,4,4,4,4,4,4,4,4,4,4
1097,0,1,1,1,1,1,1,1,1,1,1
1098,1,2,2,3,3,3,3,3,3,3,3
1099,1,4,4,4,4,4,4,4,4,4,4
1100,1,4,4,4,4,4,4,4,4,4,4
1101,0,1,1,1,1,1,1,1,1,1,1
1102,0,2,2,2,2,1,2,2,2,2,2
1103,0,2,3,1,1,1,1,1,2,1,2
1104,1,3,3,4,4,3,4,4,4,3,3
1105,0,2,2,2,2,2,2,2,2,2,2
1106,0,2,2,2,2,1,2,2,1,1,1
1107,1,3,4,3,3,2,3,3,2,3,3
1108,0,2,2,3,2,2,2,2,2,2,2
1109,1,3,2,3,3,3,2,2,3,3,3
1110,0,2,2,3,3,3,2,3,2,3,2
1111,0,1,2,2,2,2,2,2,2,2,2
1112,1,4,4,4,4,4,4,4,4,4,4
1113,1,3,3,3,3,2,3,3,3,3,3
1114,0,1,2,2,2,2,2,2,2,2,2
1115,1,3,4,4,3,4,3,3,4,3,4
1116,0,1,1,1,1,2,2,1,1,2,2
1117,0,1,1,1,1,1,1,1,1,1,1
1118,0,1,1,1,1,1,1,1,1,1,1
1119,0,1,1,1,1,1,1,1,1,1,1
1120,1,3,2,2,3,4,2,3,3,3,3
1121,0,1,2,1,1,1,1,1,1,1,1
1122,0,1,1,1,1,1,1,1,1,1,1
1123,1,3,3,4,4,4,3,4,4,4,4
1124,0,2,3,2,2,1,2,2,2,2,2
1125,0,1,1,1,1,1,1,1,1,1,1
1126,0,1,1,1,1,1,1,1,1,1,1
1127,1,3,3,4,4,3,4,4,4,3,3
1128,0,2,2,2,2,2,2,2,2,2,2
1129,0,1,1,1,1,1,1,1,1,1,1
1130,0,2,3,2,2,3,3,2,3,2,2
1131,1,3,3,4,3,4,4,3,4,3,4
1132,0,3,3,2,2,3,2,2,2,2,2
1133,1,3,4,4,4,3,4,4,4,3,4
1134,1,4,4,4,4,4,4,4,4,4,4
1135,1,4,4,4,4,4,4,4,4,4,4
1136,0,1,1,1,1,1,1,1,1,1,1
1137,0,1,1,1,1,1,1,1,1,1,1
1138,1,4,3,4,3,3,3,3,3,3,3
1139,1,4,4,4,4,4,4,4,4,4,4
1140,0,2,2,2,2,2,2,2,2,2,2
1141,1,2,3,3,3,3,3,3,3,3,3
1142,1,4,4,4,4,4,4,4,4,4,4
1143,0,1,1,1,1,1,1,2,1,2,1
1144,0,3,3,2,2,2,2,2,3,2,2
1145,1,4,3,3,4,4,3,3,3,3,4
1146,0,3,2,2,2,2,2,2,2,2,2
1147,0,3,2,2,2,2,2,2,2,2,2
1148,1,4,4,4,4,4,4,4,4,4,4
1149,1,4,4,4,4,4,4,4,4,4,4
